ID,Tipo,SKU,Nombre,Publicado,¿Está destacado?,Visibilidad en el catálogo,Descripción corta,Descripción,Día en que empieza el precio rebajado,Día en que termina el precio rebajado,Estado del impuesto,Clase de impuesto,¿Existencias?,Inventario,Cantidad de bajo inventario,¿Permitir reservas de productos agotados?,¿Vendido individualmente?,Peso (kg),Longitud (mm),Anchura (mm),Altura (mm),¿Permitir valoraciones de clientes?,Nota de compra,Precio rebajado,Precio normal,Categorías,Etiquetas,Clase de envío,Imágenes,Límite de descargas,Días de caducidad de la descarga,Superior,Productos agrupados,Ventas dirigidas,Ventas cruzadas,URL externa,Texto del botón,Posición,Nombre del atributo 1,Valor(es) del atributo 1,Atributo visible 1,Atributo global 1,Atributo por defecto 1,Nombre del atributo 2,Valor(es) del atributo 2,Atributo visible 2,Atributo global 2,Nombre del atributo 3,Valor(es) del atributo 3,Atributo visible 3,Atributo global 3
47270,variation,,Tubo de hierro cuadrado 60x60x5 mm. - Hierro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"57,98",,,,,,,TSC152,,,,,,3,Color,Hierro,,1,,,,,,,,,
47273,variation,,Tubo de hierro cuadrado 60x60x6 mm. - Personalizado,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"67,38",,,,,,,TSC153,,,,,,1,Color,Personalizado,,1,,,,,,,,,
47274,variation,,Tubo de hierro cuadrado 60x60x6 mm. - Oxido,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"67,38",,,,,,,TSC153,,,,,,2,Color,Oxido,,1,,,,,,,,,
47275,variation,,Tubo de hierro cuadrado 60x60x6 mm. - Hierro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"67,38",,,,,,,TSC153,,,,,,3,Color,Hierro,,1,,,,,,,,,
47276,variation,,Tubo de hierro cuadrado 60x60x6 mm. - Blanco,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"67,38",,,,,,,TSC153,,,,,,4,Color,Blanco,,1,,,,,,,,,
47277,variation,,Tubo de hierro cuadrado 60x60x6 mm. - Negro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"67,38",,,,,,,TSC153,,,,,,5,Color,Negro,,1,,,,,,,,,
47278,variation,,Tubo de hierro cuadrado 70x70x1.5 mm. - Personalizado,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"23,1",,,,,,,TSC154,,,,,,1,Color,Personalizado,,1,,,,,,,,,
47279,variation,,Tubo de hierro cuadrado 70x70x1.5 mm. - Oxido,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"23,1",,,,,,,TSC154,,,,,,2,Color,Oxido,,1,,,,,,,,,
47280,variation,,Tubo de hierro cuadrado 70x70x1.5 mm. - Hierro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"23,1",,,,,,,TSC154,,,,,,3,Color,Hierro,,1,,,,,,,,,
47281,variation,,Tubo de hierro cuadrado 70x70x1.5 mm. - Blanco,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"23,1",,,,,,,TSC154,,,,,,4,Color,Blanco,,1,,,,,,,,,
47282,variation,,Tubo de hierro cuadrado 70x70x1.5 mm. - Negro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"23,1",,,,,,,TSC154,,,,,,5,Color,Negro,,1,,,,,,,,,
47286,variation,,Tubo de hierro cuadrado 70x70x2 mm. - Blanco,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"30,36",,,,,,,TSC155,,,,,,4,Color,Blanco,,1,,,,,,,,,
47287,variation,,Tubo de hierro cuadrado 70x70x2 mm. - Negro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"30,36",,,,,,,TSC155,,,,,,5,Color,Negro,,1,,,,,,,,,
47283,variation,,Tubo de hierro cuadrado 70x70x2 mm. - Personalizado,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"30,36",,,,,,,TSC155,,,,,,1,Color,Personalizado,,1,,,,,,,,,
47284,variation,,Tubo de hierro cuadrado 70x70x2 mm. - Oxido,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"30,36",,,,,,,TSC155,,,,,,2,Color,Oxido,,1,,,,,,,,,
47285,variation,,Tubo de hierro cuadrado 70x70x2 mm. - Hierro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"30,36",,,,,,,TSC155,,,,,,3,Color,Hierro,,1,,,,,,,,,
47288,variation,,Tubo de hierro cuadrado 70x70x3 mm. - Personalizado,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"43,74",,,,,,,TSC156,,,,,,1,Color,Personalizado,,1,,,,,,,,,
47289,variation,,Tubo de hierro cuadrado 70x70x3 mm. - Oxido,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"43,74",,,,,,,TSC156,,,,,,2,Color,Oxido,,1,,,,,,,,,
47290,variation,,Tubo de hierro cuadrado 70x70x3 mm. - Hierro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"43,74",,,,,,,TSC156,,,,,,3,Color,Hierro,,1,,,,,,,,,
47291,variation,,Tubo de hierro cuadrado 70x70x3 mm. - Blanco,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"43,74",,,,,,,TSC156,,,,,,4,Color,Blanco,,1,,,,,,,,,
47292,variation,,Tubo de hierro cuadrado 70x70x3 mm. - Negro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"43,74",,,,,,,TSC156,,,,,,5,Color,Negro,,1,,,,,,,,,
47293,variation,,Tubo de hierro cuadrado 70x70x4 mm. - Personalizado,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"56,82",,,,,,,TSC157,,,,,,1,Color,Personalizado,,1,,,,,,,,,
47294,variation,,Tubo de hierro cuadrado 70x70x4 mm. - Oxido,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"56,82",,,,,,,TSC157,,,,,,2,Color,Oxido,,1,,,,,,,,,
47295,variation,,Tubo de hierro cuadrado 70x70x4 mm. - Hierro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"56,82",,,,,,,TSC157,,,,,,3,Color,Hierro,,1,,,,,,,,,
47296,variation,,Tubo de hierro cuadrado 70x70x4 mm. - Blanco,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"56,82",,,,,,,TSC157,,,,,,4,Color,Blanco,,1,,,,,,,,,
47297,variation,,Tubo de hierro cuadrado 70x70x4 mm. - Negro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"56,82",,,,,,,TSC157,,,,,,5,Color,Negro,,1,,,,,,,,,
47299,variation,,Tubo de hierro cuadrado 70x70x5 mm. - Oxido,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"69,16",,,,,,,TSC158,,,,,,2,Color,Oxido,,1,,,,,,,,,
47300,variation,,Tubo de hierro cuadrado 70x70x5 mm. - Hierro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"69,16",,,,,,,TSC158,,,,,,3,Color,Hierro,,1,,,,,,,,,
47301,variation,,Tubo de hierro cuadrado 70x70x5 mm. - Blanco,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"69,16",,,,,,,TSC158,,,,,,4,Color,Blanco,,1,,,,,,,,,
47302,variation,,Tubo de hierro cuadrado 70x70x5 mm. - Negro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"69,16",,,,,,,TSC158,,,,,,5,Color,Negro,,1,,,,,,,,,
47298,variation,,Tubo de hierro cuadrado 70x70x5 mm. - Personalizado,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"69,16",,,,,,,TSC158,,,,,,1,Color,Personalizado,,1,,,,,,,,,
47303,variation,,Tubo de hierro cuadrado 70x70x6 mm. - Personalizado,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"80,54",,,,,,,TSC159,,,,,,1,Color,Personalizado,,1,,,,,,,,,
47304,variation,,Tubo de hierro cuadrado 70x70x6 mm. - Oxido,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"80,54",,,,,,,TSC159,,,,,,2,Color,Oxido,,1,,,,,,,,,
47305,variation,,Tubo de hierro cuadrado 70x70x6 mm. - Hierro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"80,54",,,,,,,TSC159,,,,,,3,Color,Hierro,,1,,,,,,,,,
47306,variation,,Tubo de hierro cuadrado 70x70x6 mm. - Blanco,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"80,54",,,,,,,TSC159,,,,,,4,Color,Blanco,,1,,,,,,,,,
47307,variation,,Tubo de hierro cuadrado 70x70x6 mm. - Negro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"80,54",,,,,,,TSC159,,,,,,5,Color,Negro,,1,,,,,,,,,
47310,variation,,Tubo de hierro cuadrado 75x75x2 mm. - Hierro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"32,62",,,,,,,TSC160,,,,,,3,Color,Hierro,,1,,,,,,,,,
47311,variation,,Tubo de hierro cuadrado 75x75x2 mm. - Blanco,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"32,62",,,,,,,TSC160,,,,,,4,Color,Blanco,,1,,,,,,,,,
47312,variation,,Tubo de hierro cuadrado 75x75x2 mm. - Negro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"32,62",,,,,,,TSC160,,,,,,5,Color,Negro,,1,,,,,,,,,
47308,variation,,Tubo de hierro cuadrado 75x75x2 mm. - Personalizado,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"32,62",,,,,,,TSC160,,,,,,1,Color,Personalizado,,1,,,,,,,,,
47309,variation,,Tubo de hierro cuadrado 75x75x2 mm. - Oxido,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"32,62",,,,,,,TSC160,,,,,,2,Color,Oxido,,1,,,,,,,,,
47313,variation,,Tubo de hierro cuadrado 80x80x1.5 mm. - Personalizado,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"26,38",,,,,,,TSC161,,,,,,1,Color,Personalizado,,1,,,,,,,,,
47314,variation,,Tubo de hierro cuadrado 80x80x1.5 mm. - Oxido,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"26,38",,,,,,,TSC161,,,,,,2,Color,Oxido,,1,,,,,,,,,
47315,variation,,Tubo de hierro cuadrado 80x80x1.5 mm. - Hierro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"26,38",,,,,,,TSC161,,,,,,3,Color,Hierro,,1,,,,,,,,,
47316,variation,,Tubo de hierro cuadrado 80x80x1.5 mm. - Blanco,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"26,38",,,,,,,TSC161,,,,,,4,Color,Blanco,,1,,,,,,,,,
47317,variation,,Tubo de hierro cuadrado 80x80x1.5 mm. - Negro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"26,38",,,,,,,TSC161,,,,,,5,Color,Negro,,1,,,,,,,,,
47318,variation,,Tubo de hierro cuadrado 80x80x2 mm. - Personalizado,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"34,96",,,,,,,TSC162,,,,,,1,Color,Personalizado,,1,,,,,,,,,
47319,variation,,Tubo de hierro cuadrado 80x80x2 mm. - Oxido,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"34,96",,,,,,,TSC162,,,,,,2,Color,Oxido,,1,,,,,,,,,
47320,variation,,Tubo de hierro cuadrado 80x80x2 mm. - Hierro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"34,96",,,,,,,TSC162,,,,,,3,Color,Hierro,,1,,,,,,,,,
47321,variation,,Tubo de hierro cuadrado 80x80x2 mm. - Blanco,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"34,96",,,,,,,TSC162,,,,,,4,Color,Blanco,,1,,,,,,,,,
47322,variation,,Tubo de hierro cuadrado 80x80x2 mm. - Negro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"34,96",,,,,,,TSC162,,,,,,5,Color,Negro,,1,,,,,,,,,
47327,variation,,Tubo de hierro cuadrado 80x80x3 mm. - Negro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"50,38",,,,,,,TSC163,,,,,,5,Color,Negro,,1,,,,,,,,,
47323,variation,,Tubo de hierro cuadrado 80x80x3 mm. - Personalizado,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"50,38",,,,,,,TSC163,,,,,,1,Color,Personalizado,,1,,,,,,,,,
47324,variation,,Tubo de hierro cuadrado 80x80x3 mm. - Oxido,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"50,38",,,,,,,TSC163,,,,,,2,Color,Oxido,,1,,,,,,,,,
47325,variation,,Tubo de hierro cuadrado 80x80x3 mm. - Hierro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"50,38",,,,,,,TSC163,,,,,,3,Color,Hierro,,1,,,,,,,,,
47326,variation,,Tubo de hierro cuadrado 80x80x3 mm. - Blanco,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"50,38",,,,,,,TSC163,,,,,,4,Color,Blanco,,1,,,,,,,,,
47328,variation,,Tubo de hierro cuadrado 80x80x4 mm. - Personalizado,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"65,74",,,,,,,TSC164,,,,,,1,Color,Personalizado,,1,,,,,,,,,
47329,variation,,Tubo de hierro cuadrado 80x80x4 mm. - Oxido,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"65,74",,,,,,,TSC164,,,,,,2,Color,Oxido,,1,,,,,,,,,
47330,variation,,Tubo de hierro cuadrado 80x80x4 mm. - Hierro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"65,74",,,,,,,TSC164,,,,,,3,Color,Hierro,,1,,,,,,,,,
47331,variation,,Tubo de hierro cuadrado 80x80x4 mm. - Blanco,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"65,74",,,,,,,TSC164,,,,,,4,Color,Blanco,,1,,,,,,,,,
47332,variation,,Tubo de hierro cuadrado 80x80x4 mm. - Negro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"65,74",,,,,,,TSC164,,,,,,5,Color,Negro,,1,,,,,,,,,
47333,variation,,Tubo de hierro cuadrado 80x80x5 mm. - Personalizado,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"80,54",,,,,,,TSC165,,,,,,1,Color,Personalizado,,1,,,,,,,,,
47334,variation,,Tubo de hierro cuadrado 80x80x5 mm. - Oxido,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"80,54",,,,,,,TSC165,,,,,,2,Color,Oxido,,1,,,,,,,,,
47335,variation,,Tubo de hierro cuadrado 80x80x5 mm. - Hierro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"80,54",,,,,,,TSC165,,,,,,3,Color,Hierro,,1,,,,,,,,,
47336,variation,,Tubo de hierro cuadrado 80x80x5 mm. - Blanco,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"80,54",,,,,,,TSC165,,,,,,4,Color,Blanco,,1,,,,,,,,,
47337,variation,,Tubo de hierro cuadrado 80x80x5 mm. - Negro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"80,54",,,,,,,TSC165,,,,,,5,Color,Negro,,1,,,,,,,,,
47338,variation,,Tubo de hierro cuadrado 80x80x6 mm. - Personalizado,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"94,12",,,,,,,TSC166,,,,,,1,Color,Personalizado,,1,,,,,,,,,
47339,variation,,Tubo de hierro cuadrado 80x80x6 mm. - Oxido,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"94,12",,,,,,,TSC166,,,,,,2,Color,Oxido,,1,,,,,,,,,
47340,variation,,Tubo de hierro cuadrado 80x80x6 mm. - Hierro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"94,12",,,,,,,TSC166,,,,,,3,Color,Hierro,,1,,,,,,,,,
47341,variation,,Tubo de hierro cuadrado 80x80x6 mm. - Blanco,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"94,12",,,,,,,TSC166,,,,,,4,Color,Blanco,,1,,,,,,,,,
47342,variation,,Tubo de hierro cuadrado 80x80x6 mm. - Negro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"94,12",,,,,,,TSC166,,,,,,5,Color,Negro,,1,,,,,,,,,
47343,variation,,Tubo de hierro cuadrado 80x80x8 mm. - Personalizado,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"116,94",,,,,,,TSC167,,,,,,1,Color,Personalizado,,1,,,,,,,,,
47344,variation,,Tubo de hierro cuadrado 80x80x8 mm. - Oxido,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"116,94",,,,,,,TSC167,,,,,,2,Color,Oxido,,1,,,,,,,,,
47345,variation,,Tubo de hierro cuadrado 80x80x8 mm. - Hierro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"116,94",,,,,,,TSC167,,,,,,3,Color,Hierro,,1,,,,,,,,,
47346,variation,,Tubo de hierro cuadrado 80x80x8 mm. - Blanco,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"116,94",,,,,,,TSC167,,,,,,4,Color,Blanco,,1,,,,,,,,,
47347,variation,,Tubo de hierro cuadrado 80x80x8 mm. - Negro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"116,94",,,,,,,TSC167,,,,,,5,Color,Negro,,1,,,,,,,,,
47348,variation,,Tubo de hierro cuadrado 90x90x2 mm. - Personalizado,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"39,42",,,,,,,TSC168,,,,,,1,Color,Personalizado,,1,,,,,,,,,
47349,variation,,Tubo de hierro cuadrado 90x90x2 mm. - Oxido,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"39,42",,,,,,,TSC168,,,,,,2,Color,Oxido,,1,,,,,,,,,
47350,variation,,Tubo de hierro cuadrado 90x90x2 mm. - Hierro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"39,42",,,,,,,TSC168,,,,,,3,Color,Hierro,,1,,,,,,,,,
47351,variation,,Tubo de hierro cuadrado 90x90x2 mm. - Blanco,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"39,42",,,,,,,TSC168,,,,,,4,Color,Blanco,,1,,,,,,,,,
47352,variation,,Tubo de hierro cuadrado 90x90x2 mm. - Negro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"39,42",,,,,,,TSC168,,,,,,5,Color,Negro,,1,,,,,,,,,
47353,variation,,Tubo de hierro cuadrado 90x90x3 mm. - Personalizado,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"57,1",,,,,,,TSC169,,,,,,1,Color,Personalizado,,1,,,,,,,,,
47354,variation,,Tubo de hierro cuadrado 90x90x3 mm. - Oxido,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"57,1",,,,,,,TSC169,,,,,,2,Color,Oxido,,1,,,,,,,,,
47355,variation,,Tubo de hierro cuadrado 90x90x3 mm. - Hierro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"57,1",,,,,,,TSC169,,,,,,3,Color,Hierro,,1,,,,,,,,,
47356,variation,,Tubo de hierro cuadrado 90x90x3 mm. - Blanco,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"57,1",,,,,,,TSC169,,,,,,4,Color,Blanco,,1,,,,,,,,,
47357,variation,,Tubo de hierro cuadrado 90x90x3 mm. - Negro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"57,1",,,,,,,TSC169,,,,,,5,Color,Negro,,1,,,,,,,,,
47360,variation,,Tubo de hierro cuadrado 90x90x4 mm. - Hierro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"74,84",,,,,,,TSC170,,,,,,3,Color,Hierro,,1,,,,,,,,,
47361,variation,,Tubo de hierro cuadrado 90x90x4 mm. - Blanco,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"74,84",,,,,,,TSC170,,,,,,4,Color,Blanco,,1,,,,,,,,,
47362,variation,,Tubo de hierro cuadrado 90x90x4 mm. - Negro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"74,84",,,,,,,TSC170,,,,,,5,Color,Negro,,1,,,,,,,,,
47358,variation,,Tubo de hierro cuadrado 90x90x4 mm. - Personalizado,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"74,84",,,,,,,TSC170,,,,,,1,Color,Personalizado,,1,,,,,,,,,
47359,variation,,Tubo de hierro cuadrado 90x90x4 mm. - Oxido,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"74,84",,,,,,,TSC170,,,,,,2,Color,Oxido,,1,,,,,,,,,
47366,variation,,Tubo de hierro cuadrado 90x90x5 mm. - Blanco,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"91,24",,,,,,,TSC171,,,,,,4,Color,Blanco,,1,,,,,,,,,
47367,variation,,Tubo de hierro cuadrado 90x90x5 mm. - Negro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"91,24",,,,,,,TSC171,,,,,,5,Color,Negro,,1,,,,,,,,,
47363,variation,,Tubo de hierro cuadrado 90x90x5 mm. - Personalizado,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"91,24",,,,,,,TSC171,,,,,,1,Color,Personalizado,,1,,,,,,,,,
47364,variation,,Tubo de hierro cuadrado 90x90x5 mm. - Oxido,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"91,24",,,,,,,TSC171,,,,,,2,Color,Oxido,,1,,,,,,,,,
47365,variation,,Tubo de hierro cuadrado 90x90x5 mm. - Hierro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"91,24",,,,,,,TSC171,,,,,,3,Color,Hierro,,1,,,,,,,,,
47368,variation,,Tubo de hierro cuadrado 90x90x6 mm. - Personalizado,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"107,62",,,,,,,TSC172,,,,,,1,Color,Personalizado,,1,,,,,,,,,
47369,variation,,Tubo de hierro cuadrado 90x90x6 mm. - Oxido,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"107,62",,,,,,,TSC172,,,,,,2,Color,Oxido,,1,,,,,,,,,
47370,variation,,Tubo de hierro cuadrado 90x90x6 mm. - Hierro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"107,62",,,,,,,TSC172,,,,,,3,Color,Hierro,,1,,,,,,,,,
47371,variation,,Tubo de hierro cuadrado 90x90x6 mm. - Blanco,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"107,62",,,,,,,TSC172,,,,,,4,Color,Blanco,,1,,,,,,,,,
47372,variation,,Tubo de hierro cuadrado 90x90x6 mm. - Negro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"107,62",,,,,,,TSC172,,,,,,5,Color,Negro,,1,,,,,,,,,
47373,variation,,Tubo de hierro cuadrado 90x90x8 mm. - Personalizado,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"134,76",,,,,,,TSC173,,,,,,1,Color,Personalizado,,1,,,,,,,,,
47374,variation,,Tubo de hierro cuadrado 90x90x8 mm. - Oxido,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"134,76",,,,,,,TSC173,,,,,,2,Color,Oxido,,1,,,,,,,,,
47375,variation,,Tubo de hierro cuadrado 90x90x8 mm. - Hierro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"134,76",,,,,,,TSC173,,,,,,3,Color,Hierro,,1,,,,,,,,,
47376,variation,,Tubo de hierro cuadrado 90x90x8 mm. - Blanco,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"134,76",,,,,,,TSC173,,,,,,4,Color,Blanco,,1,,,,,,,,,
47377,variation,,Tubo de hierro cuadrado 90x90x8 mm. - Negro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"134,76",,,,,,,TSC173,,,,,,5,Color,Negro,,1,,,,,,,,,
47381,variation,,Tubo de hierro cuadrado 100x100x2 mm. - Blanco,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"43,26",,,,,,,TSC174,,,,,,4,Color,Blanco,,1,,,,,,,,,
47382,variation,,Tubo de hierro cuadrado 100x100x2 mm. - Negro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"43,26",,,,,,,TSC174,,,,,,5,Color,Negro,,1,,,,,,,,,
47378,variation,,Tubo de hierro cuadrado 100x100x2 mm. - Personalizado,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"43,26",,,,,,,TSC174,,,,,,1,Color,Personalizado,,1,,,,,,,,,
47379,variation,,Tubo de hierro cuadrado 100x100x2 mm. - Oxido,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"43,26",,,,,,,TSC174,,,,,,2,Color,Oxido,,1,,,,,,,,,
47380,variation,,Tubo de hierro cuadrado 100x100x2 mm. - Hierro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"43,26",,,,,,,TSC174,,,,,,3,Color,Hierro,,1,,,,,,,,,
47383,variation,,Tubo de hierro cuadrado 100x100x3 mm. - Personalizado,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"63,88",,,,,,,TSC175,,,,,,1,Color,Personalizado,,1,,,,,,,,,
47384,variation,,Tubo de hierro cuadrado 100x100x3 mm. - Oxido,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"63,88",,,,,,,TSC175,,,,,,2,Color,Oxido,,1,,,,,,,,,
47385,variation,,Tubo de hierro cuadrado 100x100x3 mm. - Hierro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"63,88",,,,,,,TSC175,,,,,,3,Color,Hierro,,1,,,,,,,,,
47386,variation,,Tubo de hierro cuadrado 100x100x3 mm. - Blanco,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"63,88",,,,,,,TSC175,,,,,,4,Color,Blanco,,1,,,,,,,,,
47387,variation,,Tubo de hierro cuadrado 100x100x3 mm. - Negro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"63,88",,,,,,,TSC175,,,,,,5,Color,Negro,,1,,,,,,,,,
47390,variation,,Tubo de hierro cuadrado 100x100x4 mm. - Hierro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"83,42",,,,,,,TSC176,,,,,,3,Color,Hierro,,1,,,,,,,,,
47391,variation,,Tubo de hierro cuadrado 100x100x4 mm. - Blanco,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"83,42",,,,,,,TSC176,,,,,,4,Color,Blanco,,1,,,,,,,,,
47392,variation,,Tubo de hierro cuadrado 100x100x4 mm. - Negro,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"83,42",,,,,,,TSC176,,,,,,5,Color,Negro,,1,,,,,,,,,
